"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19745338,572298,15173,"mo071_secesh_0_5_gladden-midco complex, 0 to 3 percent slopes, frequently flooded_2t7f4_0",2476850,15173,2598951,745760,5,"MO"
19745339,572298,15173,"mo071_gladden_1_65_gladden-midco complex, 0 to 3 percent slopes, frequently flooded_2t7f4_0",2370344,15173,2598951,745760,65,"MO"
19745330,572325,15173,"mo071_lily_1_41_lily-hobson-ramsey complex, 8 to 15 percent slopes_2t7f5_0",2370340,15173,2598952,745759,41,"MO"
19745331,572325,15173,"mo071_hobson_1_36_lily-hobson-ramsey complex, 8 to 15 percent slopes_2t7f5_0",2476830,15173,2598952,745759,36,"MO"
19745332,572325,15173,"mo071_ramsey_1_13_lily-hobson-ramsey complex, 8 to 15 percent slopes_2t7f5_0",2477020,15173,2598952,745759,13,"MO"
19745333,572325,15173,"mo071_bender_0_10_lily-hobson-ramsey complex, 8 to 15 percent slopes_2t7f5_0",2477013,15173,2598952,745759,10,"MO"
19745334,572325,15173,"mo071_rock outcrop_0_0_lily-hobson-ramsey complex, 8 to 15 percent slopes_2t7f5_0",2476856,15173,2598952,745759,0,"MO"
19745183,572297,15173,"mo071_hobson_1_90_hobson loam, 8 to 15 percent slopes_m6j6_0",1258138,15173,572297,463644,90,"MO"
19745184,572297,15173,"mo071_ramsey_0_5_hobson loam, 8 to 15 percent slopes_m6j6_0",2727203,15173,572297,463644,5,"MO"
19745185,572297,15173,"mo071_lily_0_5_hobson loam, 8 to 15 percent slopes_m6j6_0",2727201,15173,572297,463644,5,"MO"
19745076,572317,15173,"mo071_bardley_1_90_bardley gravelly silt loam, 20 to 50 percent slopes_m6jv_0",1258185,15173,572317,463656,90,"MO"
19745077,572317,15173,"mo071_goss_0_10_bardley gravelly silt loam, 20 to 50 percent slopes_m6jv_0",2723766,15173,572317,463656,10,"MO"
19745181,572318,15173,"mo071_relfe_1_35_haymond-relfe complex, 0 to 3 percent slopes, frequently flooded_m6jw_0",1258134,15173,572318,463642,35,"MO"
19745182,572318,15173,"mo071_haymond_1_40_haymond-relfe complex, 0 to 3 percent slopes, frequently flooded_m6jw_0",1258129,15173,572318,463642,40,"MO"
19745327,572328,15173,"mo071_useful_1_85_useful silt loam, 1 to 3 percent slopes_m6k6_0",2370336,15173,572328,745757,85,"MO"
19745328,572328,15173,"mo071_courtois_0_10_useful silt loam, 1 to 3 percent slopes_m6k6_0",2629008,15173,572328,745757,10,"MO"
19745329,572328,15173,"mo071_caneyville_0_5_useful silt loam, 1 to 3 percent slopes_m6k6_0",2629056,15173,572328,745757,5,"MO"
19745145,2501300,15173,"mo071_pits_1_35_udorthents-pits complex_2q0qf_0",1198758,15173,2503139,456045,35,"MO"
19745146,2501300,15173,"mo071_udorthents_1_65_udorthents-pits complex_2q0qf_0",1198757,15173,2503139,456045,65,"MO"
19745200,2501369,15173,"mo071_holstein_0_5_pevely loam, 15 to 40 percent slopes_2q0r0_0",2726850,15173,2503157,453100,5,"MO"
19745201,2501369,15173,"mo071_ramsey_0_5_pevely loam, 15 to 40 percent slopes_2q0r0_0",2726848,15173,2503157,453100,5,"MO"
19745202,2501369,15173,"mo071_minnith_0_5_pevely loam, 15 to 40 percent slopes_2q0r0_0",2726849,15173,2503157,453100,5,"MO"
19745203,2501369,15173,"mo071_pevely_1_85_pevely loam, 15 to 40 percent slopes_2q0r0_0",1188069,15173,2503157,453100,85,"MO"
19745167,2501585,15173,"mo071_gatewood_0_5_useful silt loam, 15 to 20 percent slopes_2q0r2_0",2629015,15173,2503159,745755,5,"MO"
19745168,2501585,15173,"mo071_useful_1_85_useful silt loam, 15 to 20 percent slopes_2q0r2_0",2370333,15173,2503159,745755,85,"MO"
19745169,2501585,15173,"mo071_caneyville_0_3_useful silt loam, 15 to 20 percent slopes_2q0r2_0",2629014,15173,2503159,745755,3,"MO"
19745170,2501585,15173,"mo071_gasconade_0_2_useful silt loam, 15 to 20 percent slopes_2q0r2_0",2629016,15173,2503159,745755,2,"MO"
19745171,2501585,15173,"mo071_eroded areas_0_5_useful silt loam, 15 to 20 percent slopes_2q0r2_0",2629017,15173,2503159,745755,5,"MO"
19745456,2501586,15173,"mo071_crider_0_8_useful-gatewood complex, 20 to 35 percent slopes_2q0r3_0",2629018,15173,2503160,745756,8,"MO"
19745457,2501586,15173,"mo071_bucklick_0_10_useful-gatewood complex, 20 to 35 percent slopes_2q0r3_0",2629019,15173,2503160,745756,10,"MO"
19745458,2501586,15173,"mo071_gatewood_1_40_useful-gatewood complex, 20 to 35 percent slopes_2q0r3_0",2370335,15173,2503160,745756,40,"MO"
19745459,2501586,15173,"mo071_useful_1_42_useful-gatewood complex, 20 to 35 percent slopes_2q0r3_0",2370334,15173,2503160,745756,42,"MO"
19745158,2501588,15173,"mo071_minnith_0_5_pevely-holstein complex, 8 to 30 percent slopes_2q0r4_0",2628977,15173,2503161,692902,5,"MO"
19745159,2501588,15173,"mo071_rock outcrop_0_0_pevely-holstein complex, 8 to 30 percent slopes_2q0r4_0",2628976,15173,2503161,692902,0,"MO"
19745160,2501588,15173,"mo071_pevely_1_50_pevely-holstein complex, 8 to 30 percent slopes_2q0r4_0",2247495,15173,2503161,692902,50,"MO"
19745161,2501588,15173,"mo071_ramsey_0_5_pevely-holstein complex, 8 to 30 percent slopes_2q0r4_0",2628975,15173,2503161,692902,5,"MO"
19745162,2501588,15173,"mo071_holstein_1_40_pevely-holstein complex, 8 to 30 percent slopes_2q0r4_0",2247496,15173,2503161,692902,40,"MO"
19745444,2501590,15173,"mo071_rock outcrop_0_0_pevely silt loam, 3 to 15 percent slopes_2q0r5_0",2628973,15173,2503162,692903,0,"MO"
19745445,2501590,15173,"mo071_minnith_0_5_pevely silt loam, 3 to 15 percent slopes_2q0r5_0",2628974,15173,2503162,692903,5,"MO"
19745446,2501590,15173,"mo071_ramsey_0_5_pevely silt loam, 3 to 15 percent slopes_2q0r5_0",2628972,15173,2503162,692903,5,"MO"
19745447,2501590,15173,"mo071_pevely_1_90_pevely silt loam, 3 to 15 percent slopes_2q0r5_0",2247497,15173,2503162,692903,90,"MO"
19745204,2533011,15173,"mo071_holstein_0_5_minnith silt loam, 3 to 8 percent slopes, eroded_2qp16_0",2726304,15173,2522662,453115,5,"MO"
19745205,2533011,15173,"mo071_minnith_1_90_minnith silt loam, 3 to 8 percent slopes, eroded_2qp16_0",1188087,15173,2522662,453115,90,"MO"
19745206,2533011,15173,"mo071_pevely_0_5_minnith silt loam, 3 to 8 percent slopes, eroded_2qp16_0",2726303,15173,2522662,453115,5,"MO"
19745189,2533097,15173,"mo071_gatewood_1_55_gatewood-menfro complex, 20 to 35 percent slopes, bouldery_2qp58_0",1249922,15173,2522788,462241,55,"MO"
19745190,2533097,15173,"mo071_menfro_1_40_gatewood-menfro complex, 20 to 35 percent slopes, bouldery_2qp58_0",1249952,15173,2522788,462241,40,"MO"
19745281,2575515,15173,"mo071_twomile_0_3_freeburg silt loam, 1 to 3 percent slopes, rarely flooded_2r0db_0",2034118,15173,2532617,612110,3,"MO"
19745282,2575515,15173,"mo071_freeburg_1_90_freeburg silt loam, 1 to 3 percent slopes, rarely flooded_2r0db_0",2034116,15173,2532617,612110,90,"MO"
19745283,2575515,15173,"mo071_racoon_0_5_freeburg silt loam, 1 to 3 percent slopes, rarely flooded_2r0db_0",2034117,15173,2532617,612110,5,"MO"
19745208,2575506,15173,"mo071_twomile_0_5_gladden-midco complex, 1 to 3 percent slopes, frequently flooded_2r0dl_0",2034130,15173,2532625,612118,5,"MO"
19745209,2575506,15173,"mo071_gladden_1_65_gladden-midco complex, 1 to 3 percent slopes, frequently flooded_2r0dl_0",2034129,15173,2532625,612118,65,"MO"
19745210,2575506,15173,"mo071_midco_1_20_gladden-midco complex, 1 to 3 percent slopes, frequently flooded_2r0dl_0",2034128,15173,2532625,612118,20,"MO"
19745117,2575505,15173,"mo071_possumtrot_1_85_possumtrot fine sandy loam, 0 to 3 percent slopes, frequently flooded_2r0dp_0",2034135,15173,2532628,612121,85,"MO"
19745118,2575505,15173,"mo071_possumtrot_0_5_possumtrot fine sandy loam, 0 to 3 percent slopes, frequently flooded_2r0dp_0",2034136,15173,2532628,612121,5,"MO"
19745475,2688274,15173,"mo071_racoon_0_5_gladden silt loam, 1 to 3 percent slopes, frequently flooded_2rt14_0",2699785,15173,2556295,852103,5,"MO"
19745476,2688274,15173,"mo071_cedargap_0_5_gladden silt loam, 1 to 3 percent slopes, frequently flooded_2rt14_0",2727404,15173,2556295,852103,5,"MO"
19745477,2688274,15173,"mo071_gladden_1_85_gladden silt loam, 1 to 3 percent slopes, frequently flooded_2rt14_0",2699784,15173,2556295,852103,85,"MO"
19745478,2688274,15173,"mo071_dockery_0_5_gladden silt loam, 1 to 3 percent slopes, frequently flooded_2rt14_0",2699786,15173,2556295,852103,5,"MO"
19745078,2502677,15173,"mo071_lily_1_45_lily-holstein-ramsey loams, 15 to 35 percent slopes_2q28f_0",1258191,15173,2504627,463658,45,"MO"
19745079,2502677,15173,"mo071_holstein_1_35_lily-holstein-ramsey loams, 15 to 35 percent slopes_2q28f_0",1258192,15173,2504627,463658,35,"MO"
19745080,2502677,15173,"mo071_ramsey_1_15_lily-holstein-ramsey loams, 15 to 35 percent slopes_2q28f_0",1258203,15173,2504627,463658,15,"MO"
19745081,2502677,15173,"mo071_pevely_0_5_lily-holstein-ramsey loams, 15 to 35 percent slopes_2q28f_0",2726795,15173,2504627,463658,5,"MO"
19745294,2533339,15173,"mo071_racoon_1_90_racoon silt loam, 0 to 3 percent slopes, rarely flooded_2qp7h_0",1185333,15173,2522857,452823,90,"MO"
19745295,2533339,15173,"mo071_racoon_0_5_racoon silt loam, 0 to 3 percent slopes, rarely flooded_2qp7h_0",1450952,15173,2522857,452823,5,"MO"
19745263,2533409,15173,"mo071_tanglenook_1_90_tanglenook silty clay loam, 0 to 2 percent slopes, rarely flooded_2qp80_0",1249658,15173,2522873,462199,90,"MO"
19745129,2533482,15173,"mo071_racoon_0_3_deible silt loam, 0 to 2 percent slopes, rarely flooded_2qp86_0",1450808,15173,2522879,452828,3,"MO"
19745130,2533482,15173,"mo071_deible_0_3_deible silt loam, 0 to 2 percent slopes, rarely flooded_2qp86_0",1450951,15173,2522879,452828,3,"MO"
19745131,2533482,15173,"mo071_deible_1_90_deible silt loam, 0 to 2 percent slopes, rarely flooded_2qp86_0",1185338,15173,2522879,452828,90,"MO"
19745132,2533482,15173,"mo071_twomile_0_3_deible silt loam, 0 to 2 percent slopes, rarely flooded_2qp86_0",1450833,15173,2522879,452828,3,"MO"
19745111,2533691,15173,"mo071_peers_1_35_peers-lowmo-sansdessein complex, 0 to 2 percent slopes, occasionally flooded_2qp94_0",1823143,15173,2522908,548238,35,"MO"
19745112,2533691,15173,"mo071_sansdessein_1_25_peers-lowmo-sansdessein complex, 0 to 2 percent slopes, occasionally flooded_2qp94_0",1823144,15173,2522908,548238,25,"MO"
19745113,2533691,15173,"mo071_lowmo_1_30_peers-lowmo-sansdessein complex, 0 to 2 percent slopes, occasionally flooded_2qp94_0",1823145,15173,2522908,548238,30,"MO"
19745219,2534691,15173,"mo071_useful_1_90_useful silt loam, 3 to 8 percent slopes_2qph0_0",1183018,15173,2523090,452481,90,"MO"
19745220,2534691,15173,"mo071_crider_0_3_useful silt loam, 3 to 8 percent slopes_2qph0_0",2726834,15173,2523090,452481,3,"MO"
19745221,2534691,15173,"mo071_caneyville_0_5_useful silt loam, 3 to 8 percent slopes_2qph0_0",2726832,15173,2523090,452481,5,"MO"
19745222,2534691,15173,"mo071_gasconade_0_2_useful silt loam, 3 to 8 percent slopes_2qph0_0",2726833,15173,2523090,452481,2,"MO"
19745133,2534698,15173,"mo071_gatewood_0_2_useful silt loam, 8 to 15 percent slopes, eroded_2qph1_0",2726801,15173,2523091,452844,2,"MO"
19745134,2534698,15173,"mo071_useful_1_90_useful silt loam, 8 to 15 percent slopes, eroded_2qph1_0",1185357,15173,2523091,452844,90,"MO"
19745135,2534698,15173,"mo071_caneyville_0_5_useful silt loam, 8 to 15 percent slopes, eroded_2qph1_0",2726800,15173,2523091,452844,5,"MO"
19745136,2534698,15173,"mo071_bucklick_0_3_useful silt loam, 8 to 15 percent slopes, eroded_2qph1_0",2726803,15173,2523091,452844,3,"MO"
19745410,2534763,15173,"mo071_wrengart_1_90_wrengart silt loam, 14 to 20 percent slopes, eroded_2qphf_0",1183022,15173,2523103,452484,90,"MO"
19745587,572347,15174,"mo073_mariosa_0_3_union silt loam, 3 to 8 percent slopes, eroded_m6kt_0",2723868,15174,572347,462191,3,"MO"
19745588,572347,15174,"mo073_beemont_0_2_union silt loam, 3 to 8 percent slopes, eroded_m6kt_0",2723870,15174,572347,462191,2,"MO"
19745589,572347,15174,"mo073_glensted_0_5_union silt loam, 3 to 8 percent slopes, eroded_m6kt_0",2723869,15174,572347,462191,5,"MO"
19745590,572347,15174,"mo073_union_1_90_union silt loam, 3 to 8 percent slopes, eroded_m6kt_0",1249637,15174,572347,462191,90,"MO"
19745523,572374,15174,"mo073_beemont_1_35_useful-beemont-moko complex, 3 to 15 percent slopes_m6lp_0",1249971,15174,572374,462248,35,"MO"
19745524,572374,15174,"mo073_moko_1_20_useful-beemont-moko complex, 3 to 15 percent slopes_m6lp_0",1249981,15174,572374,462248,20,"MO"
19745525,572374,15174,"mo073_useful_1_40_useful-beemont-moko complex, 3 to 15 percent slopes_m6lp_0",1249968,15174,572374,462248,40,"MO"
19745540,2575513,15174,"mo073_mcgirk_0_5_racoon silt loam, 1 to 3 percent slopes, occasionally flooded_2r0d9_0",2034115,15174,2532616,612109,5,"MO"
19745541,2575513,15174,"mo073_racoon_1_85_racoon silt loam, 1 to 3 percent slopes, occasionally flooded_2r0d9_0",2034114,15174,2532616,612109,85,"MO"
19745602,572377,15174,"mo073_glensted_1_90_glensted silt loam, 2 to 5 percent slopes_m6ls_0",1245448,15174,572377,455188,90,"MO"
19745603,572377,15174,"mo073_union_0_5_glensted silt loam, 2 to 5 percent slopes_m6ls_0",2723874,15174,572377,455188,5,"MO"
19745604,572377,15174,"mo073_plato_0_5_glensted silt loam, 2 to 5 percent slopes_m6ls_0",2723876,15174,572377,455188,5,"MO"
19745519,2534302,15174,"mo073_union_0_5_glensted silt loam, 0 to 2 percent slopes_2qpf4_0",2723877,15174,2523032,461796,5,"MO"
19745520,2534302,15174,"mo073_plato_0_5_glensted silt loam, 0 to 2 percent slopes_2qpf4_0",2723878,15174,2523032,461796,5,"MO"
19745521,2534302,15174,"mo073_glensted_1_90_glensted silt loam, 0 to 2 percent slopes_2qpf4_0",1244596,15174,2523032,461796,90,"MO"
19745564,2534725,15174,"mo073_swiss_1_85_swiss gravelly silt loam, 8 to 15 percent slopes, stony_2qph6_0",1185341,15174,2523096,452831,85,"MO"
19745565,2534727,15174,"mo073_swiss_1_85_swiss gravelly silt loam, 15 to 35 percent slopes, stony_2qph7_0",1185342,15174,2523097,452832,85,"MO"
19745566,2534727,15174,"mo073_gatewood_0_5_swiss gravelly silt loam, 15 to 35 percent slopes, stony_2qph7_0",2726845,15174,2523097,452832,5,"MO"
19745567,2534727,15174,"mo073_gunlock_0_5_swiss gravelly silt loam, 15 to 35 percent slopes, stony_2qph7_0",2726846,15174,2523097,452832,5,"MO"
19745568,2534727,15174,"mo073_wrengart_0_5_swiss gravelly silt loam, 15 to 35 percent slopes, stony_2qph7_0",2726844,15174,2523097,452832,5,"MO"
19745569,2534761,15174,"mo073_wrengart_1_90_wrengart silt loam, foot slopes, 5 to 9 percent slopes_2qphd_foot slopes",1185359,15174,2523102,452846,90,"MO"
19745570,2534767,15174,"mo073_wrengart_1_50_wrengart-gatewood complex, 14 to 35 percent slopes_2qphg_0",1185361,15174,2523104,452847,50,"MO"
19745571,2534767,15174,"mo073_gatewood_1_45_wrengart-gatewood complex, 14 to 35 percent slopes_2qphg_0",1185360,15174,2523104,452847,45,"MO"
19745572,2534767,15174,"mo073_useful_0_3_wrengart-gatewood complex, 14 to 35 percent slopes_2qphg_0",2723908,15174,2523104,452847,3,"MO"
19745573,2534767,15174,"mo073_gasconade_0_2_wrengart-gatewood complex, 14 to 35 percent slopes_2qphg_0",2723909,15174,2523104,452847,2,"MO"
19745574,2534771,15174,"mo073_wrengart_1_60_wrengart-swiss complex, 5 to 9 percent slopes_2qphj_0",1185362,15174,2523106,452848,60,"MO"
19745575,2534771,15174,"mo073_swiss_1_35_wrengart-swiss complex, 5 to 9 percent slopes_2qphj_0",1185363,15174,2523106,452848,35,"MO"
19745576,2534949,15174,"mo073_plato_0_5_mariosa silt loam, 1 to 3 percent slopes, eroded_2qpjw_0",2726135,15174,2523148,452865,5,"MO"
19745577,2534949,15174,"mo073_mariosa_1_95_mariosa silt loam, 1 to 3 percent slopes, eroded_2qpjw_0",1186569,15174,2523148,452865,95,"MO"
19745618,2536609,15174,"mo073_gabriel_0_5_gabriel silt loam, 0 to 2 percent slopes, rarely flooded_2qq0w_0",1450824,15174,2523613,452827,5,"MO"
19745619,2536609,15174,"mo073_gabriel_1_90_gabriel silt loam, 0 to 2 percent slopes, rarely flooded_2qq0w_0",1185337,15174,2523613,452827,90,"MO"
19745620,2536609,15174,"mo073_racoon_0_5_gabriel silt loam, 0 to 2 percent slopes, rarely flooded_2qq0w_0",1450814,15174,2523613,452827,5,"MO"
19745646,2502667,15174,"mo073_wilderness_1_85_wilderness gravelly silt loam, 8 to 15 percent slopes_2vxtp_0",2370325,15174,2649312,745747,85,"MO"
19745647,2502667,15174,"mo073_viraton_0_8_wilderness gravelly silt loam, 8 to 15 percent slopes_2vxtp_0",2383816,15174,2649312,745747,8,"MO"
19745645,2502667,15174,"mo073_rueter_0_7_wilderness gravelly silt loam, 8 to 15 percent slopes_2vxtp_0",2383819,15174,2649312,745747,7,"MO"
19750802,691866,15176,"mo091_ocie_0_5_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",2726270,15176,691866,461714,5,"MO"
19750803,691866,15176,"mo091_clarksville_1_40_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",1241702,15176,691866,461714,40,"MO"
19750804,691866,15176,"mo091_poynor_0_4_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",2726271,15176,691866,461714,4,"MO"
19750805,691866,15176,"mo091_tick_1_30_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",1241708,15176,691866,461714,30,"MO"
19750806,691866,15176,"mo091_mano_1_20_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",1241709,15176,691866,461714,20,"MO"
19750807,691866,15176,"mo091_rock outcrop_0_1_clarksville-tick-mano complex, rocky, 15 to 50 percent slopes_r6y8_0",1461778,15176,691866,461714,1,"MO"
19750746,691902,15176,"mo091_yelton_1_35_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",1241579,15176,691902,461688,35,"MO"
19750747,691902,15176,"mo091_lily_1_20_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",1241581,15176,691902,461688,20,"MO"
19750748,691902,15176,"mo091_topazmill_1_25_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",1241580,15176,691902,461688,25,"MO"
19750749,691902,15176,"mo091_fanchon_0_7_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",2723849,15176,691902,461688,7,"MO"
19750750,691902,15176,"mo091_scholten_0_5_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",2723850,15176,691902,461688,5,"MO"
19750751,691902,15176,"mo091_poynor_0_8_yelton-topazmill-lily complex, 8 to 15 percent slopes_r6zf_0",2723848,15176,691902,461688,8,"MO"
19750955,691946,15176,"mo091_eudy_0_3_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",2723853,15176,691946,461692,3,"MO"
19750956,691946,15176,"mo091_plato_1_50_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",1241600,15176,691946,461692,50,"MO"
19750957,691946,15176,"mo091_jerktail_1_35_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",1241601,15176,691946,461692,35,"MO"
19750958,691946,15176,"mo091_gunlock_0_5_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",2723851,15176,691946,461692,5,"MO"
19750959,691946,15176,"mo091_wasola_0_5_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",2723852,15176,691946,461692,5,"MO"
19750960,691946,15176,"mo091_deible_0_2_plato-jerktail complex, 1 to 3 percent slopes_r70v_0",1452205,15176,691946,461692,2,"MO"
19750854,691964,15176,"mo091_egyptgrove_0_3_kenaga silt loam, 1 to 3 percent slopes_r71f_0",2723856,15176,691964,461695,3,"MO"
19750855,691964,15176,"mo091_splitlimb_0_4_kenaga silt loam, 1 to 3 percent slopes_r71f_0",2723855,15176,691964,461695,4,"MO"
19750856,691964,15176,"mo091_tonti_0_3_kenaga silt loam, 1 to 3 percent slopes_r71f_0",2723854,15176,691964,461695,3,"MO"
19750857,691964,15176,"mo091_kenaga_1_90_kenaga silt loam, 1 to 3 percent slopes_r71f_0",1241611,15176,691964,461695,90,"MO"
19750870,691966,15176,"mo091_egyptgrove_1_25_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",1241623,15176,691966,461699,25,"MO"
19750871,691966,15176,"mo091_scholten_0_5_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",2723858,15176,691966,461699,5,"MO"
19750872,691966,15176,"mo091_tonti_1_20_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",1241624,15176,691966,461699,20,"MO"
19750873,691966,15176,"mo091_lowassie_0_2_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",1458947,15176,691966,461699,2,"MO"
19750874,691966,15176,"mo091_poynor_0_5_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",2723857,15176,691966,461699,5,"MO"
19750875,691966,15176,"mo091_kenaga_1_40_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",1241622,15176,691966,461699,40,"MO"
19750869,691966,15176,"mo091_tick_0_3_kenaga-egyptgrove-tonti complex, karst, 3 to 15 percent slopes_r71h_0",2723859,15176,691966,461699,3,"MO"
19750876,691980,15176,"mo091_gressy_1_50_gressy-gatewood complex, 3 to 8 percent slopes, rocky_r71y_0",1241632,15176,691980,461701,50,"MO"
19750877,691980,15176,"mo091_gatewood_1_40_gressy-gatewood complex, 3 to 8 percent slopes, rocky_r71y_0",1241633,15176,691980,461701,40,"MO"
19750878,691980,15176,"mo091_alred_0_4_gressy-gatewood complex, 3 to 8 percent slopes, rocky_r71y_0",2726273,15176,691980,461701,4,"MO"
19750879,691980,15176,"mo091_rock outcrop_0_1_gressy-gatewood complex, 3 to 8 percent slopes, rocky_r71y_0",1461777,15176,691980,461701,1,"MO"
19750880,691980,15176,"mo091_ocie_0_5_gressy-gatewood complex, 3 to 8 percent slopes, rocky_r71y_0",2726272,15176,691980,461701,5,"MO"
19750683,691985,15176,"mo091_ocie_0_2_gressy-viraton complex, 1 to 3 percent slopes_r723_0",2726776,15176,691985,461704,2,"MO"
19750684,691985,15176,"mo091_gressy_1_50_gressy-viraton complex, 1 to 3 percent slopes_r723_0",1241648,15176,691985,461704,50,"MO"
19750685,691985,15176,"mo091_jerktail_0_5_gressy-viraton complex, 1 to 3 percent slopes_r723_0",2726775,15176,691985,461704,5,"MO"
19750686,691985,15176,"mo091_eudy_0_3_gressy-viraton complex, 1 to 3 percent slopes_r723_0",2726777,15176,691985,461704,3,"MO"
19750687,691985,15176,"mo091_viraton_1_40_gressy-viraton complex, 1 to 3 percent slopes_r723_0",1241650,15176,691985,461704,40,"MO"
19750795,692082,15176,"mo091_deible_0_2_tanglenook silt loam, basins, 0 to 3 percent slopes_r757_0",1452211,15176,692082,461712,2,"MO"
19750796,692082,15176,"mo091_batcave_0_3_tanglenook silt loam, basins, 0 to 3 percent slopes_r757_0",1452212,15176,692082,461712,3,"MO"
19750797,692082,15176,"mo091_farewell_0_5_tanglenook silt loam, basins, 0 to 3 percent slopes_r757_0",1452213,15176,692082,461712,5,"MO"
19750798,692082,15176,"mo091_tanglenook_1_90_tanglenook silt loam, basins, 0 to 3 percent slopes_r757_0",1241691,15176,692082,461712,90,"MO"
19750799,692083,15176,"mo091_deible_1_90_deible silt loam, basins, 0 to 3 percent slopes_r758_0",1241697,15176,692083,461713,90,"MO"
19750800,692083,15176,"mo091_tanglenook_0_5_deible silt loam, basins, 0 to 3 percent slopes_r758_0",1452214,15176,692083,461713,5,"MO"
19750801,692083,15176,"mo091_moniteau_0_5_deible silt loam, basins, 0 to 3 percent slopes_r758_0",1452215,15176,692083,461713,5,"MO"
19751003,2673095,15176,"mo091_secesh_0_9_secesh-tilk complex, 1 to 3 percent slopes, occasionally flooded_2phpv_0",2023605,15176,2487745,559970,9,"MO"
19751004,2673095,15176,"mo091_tilk_1_35_secesh-tilk complex, 1 to 3 percent slopes, occasionally flooded_2phpv_0",1879964,15176,2487745,559970,35,"MO"
19751005,2673095,15176,"mo091_tilk_0_6_secesh-tilk complex, 1 to 3 percent slopes, occasionally flooded_2phpv_0",2023606,15176,2487745,559970,6,"MO"
19751002,2673095,15176,"mo091_secesh_1_50_secesh-tilk complex, 1 to 3 percent slopes, occasionally flooded_2phpv_0",1879963,15176,2487745,559970,50,"MO"
19750773,2534253,15176,"mo091_britwater_1_80_britwater silt loam, 1 to 3 percent slopes, rarely flooded_2rt0r_0",1205242,15176,2556283,457253,80,"MO"
19750774,2534253,15176,"mo091_secesh_0_5_britwater silt loam, 1 to 3 percent slopes, rarely flooded_2rt0r_0",2727406,15176,2556283,457253,5,"MO"
19750775,2534253,15176,"mo091_viraton_0_5_britwater silt loam, 1 to 3 percent slopes, rarely flooded_2rt0r_0",2727407,15176,2556283,457253,5,"MO"
19750776,2534253,15176,"mo091_hartville_0_5_britwater silt loam, 1 to 3 percent slopes, rarely flooded_2rt0r_0",2727409,15176,2556283,457253,5,"MO"
19750777,2534253,15176,"mo091_poynor_0_5_britwater silt loam, 1 to 3 percent slopes, rarely flooded_2rt0r_0",2727408,15176,2556283,457253,5,"MO"
19750903,2673098,15176,"mo091_farewell_0_2_cedargap very gravelly silt loam, 0 to 2 percent slopes, occasionally flooded_2rt0w_0",2136098,15176,2556287,644810,2,"MO"
19750756,2536229,15176,"mo091_tanglenook_0_2_hartville silt loam, 1 to 3 percent slopes, rarely flooded_2rt15_0",2136054,15176,2556296,644788,2,"MO"
19750757,2536229,15176,"mo091_moniteau_0_3_hartville silt loam, 1 to 3 percent slopes, rarely flooded_2rt15_0",2136056,15176,2556296,644788,3,"MO"
19750758,2536229,15176,"mo091_hartville_1_90_hartville silt loam, 1 to 3 percent slopes, rarely flooded_2rt15_0",2136053,15176,2556296,644788,90,"MO"
19750759,2536229,15176,"mo091_pomme_0_2_hartville silt loam, 1 to 3 percent slopes, rarely flooded_2rt15_0",2727418,15176,2556296,644788,2,"MO"
19750760,2536229,15176,"mo091_deible_0_3_hartville silt loam, 1 to 3 percent slopes, rarely flooded_2rt15_0",2136055,15176,2556296,644788,3,"MO"
19750692,2673088,15176,"mo091_moniteau_0_5_lostpond silt loam, 0 to 2 percent slopes, rarely flooded_2rt17_0",1452317,15176,2556298,461720,5,"MO"
19750693,2673088,15176,"mo091_higdon_0_5_lostpond silt loam, 0 to 2 percent slopes, rarely flooded_2rt17_0",2727397,15176,2556298,461720,5,"MO"
19750694,2673088,15176,"mo091_lostpond_1_85_lostpond silt loam, 0 to 2 percent slopes, rarely flooded_2rt17_0",1241729,15176,2556298,461720,85,"MO"
