"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19752019,2532309,10674,"mo097_parsons_1_85_parsons silt loam, 0 to 1 percent slopes_2thdx_0",2265150,10674,2606632,698026,85,"MO"
19752020,2532309,10674,"mo097_dennis_0_6_parsons silt loam, 0 to 1 percent slopes_2thdx_0",2265146,10674,2606632,698026,6,"MO"
19752021,2532309,10674,"mo097_zaar_0_3_parsons silt loam, 0 to 1 percent slopes_2thdx_0",2265147,10674,2606632,698026,3,"MO"
19752022,2532309,10674,"mo097_pharoah_0_5_parsons silt loam, 0 to 1 percent slopes_2thdx_0",2265148,10674,2606632,698026,5,"MO"
19752023,2532309,10674,"mo097_aquolls_0_1_parsons silt loam, 0 to 1 percent slopes_2thdx_0",2265149,10674,2606632,698026,1,"MO"
19752095,2501309,10674,"mo097_kanima_1_95_kanima very channery loam, 3 to 50 percent slopes_2ydv4_0",2724330,10674,2723323,831769,95,"MO"
19752096,2501309,10674,"mo097_water_0_5_kanima very channery loam, 3 to 50 percent slopes_2ydv4_0",2646704,10674,2723323,831769,5,"MO"
19751968,105695,10674,"mo097_crackerneck_1_90_crackerneck extremely gravelly silt loam, 8 to 15 percent slopes_3jzj_0",1201387,10674,105695,456660,90,"MO"
19751969,105695,10674,"mo097_viburnum_0_5_crackerneck extremely gravelly silt loam, 8 to 15 percent slopes_3jzj_0",2727314,10674,105695,456660,5,"MO"
19751970,105695,10674,"mo097_pomme_0_5_crackerneck extremely gravelly silt loam, 8 to 15 percent slopes_3jzj_0",2727315,10674,105695,456660,5,"MO"
19751971,105699,10674,"mo097_eldorado_1_100_eldorado silt loam, 1 to 3 percent slopes, very stony_3jzn_0",1201389,10674,105699,456662,100,"MO"
19752081,105705,10674,"mo097_eldorado_1_25_hoberg-eldorado-pomme silt loams, 1 to 3 percent slopes_3jzv_0",1201479,10674,105705,456692,25,"MO"
19752082,105705,10674,"mo097_hoberg_1_55_hoberg-eldorado-pomme silt loams, 1 to 3 percent slopes_3jzv_0",1201478,10674,105705,456692,55,"MO"
19752083,105705,10674,"mo097_pomme_1_20_hoberg-eldorado-pomme silt loams, 1 to 3 percent slopes_3jzv_0",1201480,10674,105705,456692,20,"MO"
19752004,105712,10674,"mo097_gatewood_0_5_newtonia-eldorado silt loams, 1 to 3 percent slopes, moderately eroded_3k02_0",2726746,10674,105712,456700,5,"MO"
19752005,105712,10674,"mo097_eldorado_1_20_newtonia-eldorado silt loams, 1 to 3 percent slopes, moderately eroded_3k02_0",1201497,10674,105712,456700,20,"MO"
19752006,105712,10674,"mo097_newtonia_1_75_newtonia-eldorado silt loams, 1 to 3 percent slopes, moderately eroded_3k02_0",1201496,10674,105712,456700,75,"MO"
19752048,105716,10674,"mo097_opolis_1_95_opolis loam, 1 to 3 percent slopes, moderately eroded_3k06_0",1201501,10674,105716,456702,95,"MO"
19752088,105720,10674,"mo097_rueter_1_15_pomme-rueter complex, 1 to 3 percent slopes_3k0b_0",1201513,10674,105720,456707,15,"MO"
19752089,105720,10674,"mo097_pomme_1_85_pomme-rueter complex, 1 to 3 percent slopes_3k0b_0",1201512,10674,105720,456707,85,"MO"
19752092,105722,10674,"mo097_goss_0_5_rueter very gravelly silt loam, 1 to 3 percent slopes_3k0d_0",2727240,10674,105722,456709,5,"MO"
19752093,105722,10674,"mo097_rueter_1_90_rueter very gravelly silt loam, 1 to 3 percent slopes_3k0d_0",1201519,10674,105722,456709,90,"MO"
19752094,105722,10674,"mo097_crackerneck_0_5_rueter very gravelly silt loam, 1 to 3 percent slopes_3k0d_0",2727241,10674,105722,456709,5,"MO"
19752050,105724,10674,"mo097_sylvania_1_90_sylvania gravelly silt loam, 1 to 3 percent slopes_3k0g_0",1201523,10674,105724,456711,90,"MO"
19752051,105727,10674,"mo097_sylvania_1_90_sylvania very gravelly silt loam, 3 to 8 percent slopes_3k0k_0",1201532,10674,105727,456713,90,"MO"
19752007,105731,10674,"mo097_pomme_0_2_winnipeg silt loam, 1 to 3 percent slopes_3k0p_0",2726132,10674,105731,456715,2,"MO"
19752008,105731,10674,"mo097_splitlimb_0_1_winnipeg silt loam, 1 to 3 percent slopes_3k0p_0",2726133,10674,105731,456715,1,"MO"
19752009,105731,10674,"mo097_winnipeg_1_95_winnipeg silt loam, 1 to 3 percent slopes_3k0p_0",1201537,10674,105731,456715,95,"MO"
19752010,105731,10674,"mo097_clarksville_0_2_winnipeg silt loam, 1 to 3 percent slopes_3k0p_0",2726131,10674,105731,456715,2,"MO"
19752028,2498758,10674,"mo097_pits_1_98_pits, borrow_2ydsv_borrow",2646545,10674,2723283,831726,98,"MO"
19752029,2498758,10674,"mo097_water_0_2_pits, borrow_2ydsv_0",2646546,10674,2723283,831726,2,"MO"
19752030,2498847,10674,"mo097_dumps_1_100_dumps, mine_2ydsx_mine",2646548,10674,2723285,831728,100,"MO"
19752031,2498809,10674,"mo097_pits_1_100_pits, gravel and quarry_2ydsy_gravel and quarry",2646549,10674,2723286,831729,100,"MO"
19752063,2673103,10674,"mo097_carl_1_95_carl silty clay loam, 1 to 3 percent slopes, rarely flooded_2q00w_0",1910994,10674,2502471,576164,95,"MO"
19752064,2673103,10674,"mo097_verdigris_0_5_carl silty clay loam, 1 to 3 percent slopes, rarely flooded_2q00w_0",2049637,10674,2502471,576164,5,"MO"
19752073,2534244,10674,"mo097_dennis_0_3_newtonia silt loam, 1 to 3 percent slopes_2th3m_0",2266776,10674,2606344,699842,3,"MO"
19752074,2534244,10674,"mo097_newtonia_1_92_newtonia silt loam, 1 to 3 percent slopes_2th3m_0",2266775,10674,2606344,699842,92,"MO"
19752075,2534244,10674,"mo097_okemah_0_2_newtonia silt loam, 1 to 3 percent slopes_2th3m_0",2266779,10674,2606344,699842,2,"MO"
19752076,2534244,10674,"mo097_peridge_0_3_newtonia silt loam, 1 to 3 percent slopes_2th3m_0",2266778,10674,2606344,699842,3,"MO"
19752046,2501247,10674,"mo097_orthents_1_100_landfills_2q0q9_0",1198716,10674,2503135,456025,100,"MO"
19752065,2532315,10674,"mo097_sylvania_1_95_sylvania loam, 3 to 8 percent slopes_2qnwn_0",1200776,10674,2522521,456525,95,"MO"
19751972,2532324,10674,"mo097_keeno_0_5_eldorado very gravelly silt loam, 3 to 8 percent slopes, very stony_2qnwr_0",2726289,10674,2522524,455515,5,"MO"
19751973,2532324,10674,"mo097_eldorado_1_95_eldorado very gravelly silt loam, 3 to 8 percent slopes, very stony_2qnwr_0",1196253,10674,2522524,455515,95,"MO"
19751974,2532327,10674,"mo097_maplegrove_1_97_maplegrove silt loam, 1 to 3 percent slopes_2qnws_0",1201483,10674,2522525,456694,97,"MO"
19751975,2532327,10674,"mo097_carl_0_2_maplegrove silt loam, 1 to 3 percent slopes_2qnws_rarely flooded",1452076,10674,2522525,456694,2,"MO"
19751976,2532328,10674,"mo097_medoc_1_95_medoc silt loam, 0 to 1 percent slopes_2qnwt_0",1201490,10674,2522526,456696,95,"MO"
19752002,2532330,10674,"mo097_eldorado_1_25_newtonia-eldorado silt loams, 1 to 3 percent slopes_2qnwv_0",1201494,10674,2522527,456699,25,"MO"
19752003,2532330,10674,"mo097_newtonia_1_75_newtonia-eldorado silt loams, 1 to 3 percent slopes_2qnwv_0",1201493,10674,2522527,456699,75,"MO"
19751977,2532332,10674,"mo097_opolis_1_95_opolis silt loam, 0 to 1 percent slopes_2qnww_0",1201502,10674,2522528,456703,95,"MO"
19752049,2532334,10674,"mo097_opolis_1_95_opolis silt loam, 1 to 3 percent slopes_2qnwx_0",1201503,10674,2522529,456704,95,"MO"
19751981,2532336,10674,"mo097_sylvania_1_74_sylvania loam, 8 to 15 percent slopes_2qnwy_0",1201527,10674,2522530,456712,74,"MO"
19752069,2532490,10674,"mo097_carl_1_95_carl silty clay loam, 0 to 1 percent slopes, rarely flooded_2qny9_0",1201267,10674,2522572,456626,95,"MO"
19752047,2532492,10674,"mo097_mccune_1_95_mccune silt loam, 0 to 1 percent slopes_2qnyb_0",1201487,10674,2522573,456695,95,"MO"
19752107,2534794,10674,"mo097_nixa_0_5_captina silt loam, 1 to 3 percent slopes_2rk3x_0",2111967,10674,2548693,636536,5,"MO"
19752108,2534794,10674,"mo097_needleye_0_5_captina silt loam, 1 to 3 percent slopes_2rk3x_0",2111958,10674,2548693,636536,5,"MO"
19752109,2534794,10674,"mo097_captina_1_90_captina silt loam, 1 to 3 percent slopes_2rk3x_0",2111959,10674,2548693,636536,90,"MO"
19751987,2532320,10674,"mo097_barco_1_90_barco loam, 1 to 3 percent slopes_2wqfp_0",2450106,10674,2672965,772560,90,"MO"
19751988,2532320,10674,"mo097_barden_0_5_barco loam, 1 to 3 percent slopes_2wqfp_0",2450108,10674,2672965,772560,5,"MO"
19751989,2532320,10674,"mo097_collinsville_0_5_barco loam, 1 to 3 percent slopes_2wqfp_0",2450107,10674,2672965,772560,5,"MO"
19751990,2532272,10674,"mo097_sylvania_0_3_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506152,10674,2672974,772571,3,"MO"
19751991,2532272,10674,"mo097_sacville_0_2_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506153,10674,2672974,772571,2,"MO"
19751992,2532272,10674,"mo097_parsons_0_5_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506151,10674,2672974,772571,5,"MO"
19751993,2532272,10674,"mo097_creldon_0_5_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506150,10674,2672974,772571,5,"MO"
19751994,2532272,10674,"mo097_barco_0_5_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506149,10674,2672974,772571,5,"MO"
19751995,2532272,10674,"mo097_barden_1_80_barden silt loam, 1 to 3 percent slopes_2wqfz_0",2506148,10674,2672974,772571,80,"MO"
19751996,2673104,10674,"mo097_collinsville_0_2_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506215,10674,2672986,772585,2,"MO"
19751997,2673104,10674,"mo097_hepler_0_3_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506210,10674,2672986,772585,3,"MO"
19751998,2673104,10674,"mo097_barden_0_2_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506212,10674,2672986,772585,2,"MO"
19751999,2673104,10674,"mo097_verdigris_1_88_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506209,10674,2672986,772585,88,"MO"
19752000,2673104,10674,"mo097_osage_0_3_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506211,10674,2672986,772585,3,"MO"
19752001,2673104,10674,"mo097_barco_0_2_verdigris silt loam, 1 to 3 percent slopes, frequently flooded_2wqgc_0",2506213,10674,2672986,772585,2,"MO"
19752032,2532522,10674,"mo097_quarles_0_3_osage silty clay loam, 0 to 2 percent slopes, occasionally flooded_2wqgs_0",2506278,10674,2672999,772597,3,"MO"
19752033,2532522,10674,"mo097_osage_0_2_osage silty clay loam, 0 to 2 percent slopes, occasionally flooded_2wqgs_0",2506280,10674,2672999,772597,2,"MO"
19752034,2532522,10674,"mo097_verdigris_0_5_osage silty clay loam, 0 to 2 percent slopes, occasionally flooded_2wqgs_0",2506279,10674,2672999,772597,5,"MO"
19752035,2532522,10674,"mo097_osage_1_90_osage silty clay loam, 0 to 2 percent slopes, occasionally flooded_2wqgs_0",2506276,10674,2672999,772597,90,"MO"
19752121,2673105,10674,"mo097_carl_1_100_carl silty clay loam, 0 to 1 percent slopes_2rt0p_0",2136030,10674,2556281,644774,100,"MO"
19751982,2532533,10674,"mo097_cleora_0_2_verdigris silt loam, 0 to 1 percent slopes, occasionally flooded_2tgsl_0",2262546,10674,2606033,699726,2,"MO"
19751983,2532533,10674,"mo097_mason_0_3_verdigris silt loam, 0 to 1 percent slopes, occasionally flooded_2tgsl_0",2262547,10674,2606033,699726,3,"MO"
19751984,2532533,10674,"mo097_osage_0_8_verdigris silt loam, 0 to 1 percent slopes, occasionally flooded_2tgsl_hydric",2262544,10674,2606033,699726,8,"MO"
19751985,2532533,10674,"mo097_verdigris_1_82_verdigris silt loam, 0 to 1 percent slopes, occasionally flooded_2tgsl_0",2262543,10674,2606033,699726,82,"MO"
19751986,2532533,10674,"mo097_hepler_0_5_verdigris silt loam, 0 to 1 percent slopes, occasionally flooded_2tgsl_0",2262545,10674,2606033,699726,5,"MO"
19752057,2532507,10674,"mo097_summit_0_3_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_0",2262554,10674,2606034,699727,3,"MO"
19752058,2532507,10674,"mo097_cleora_0_2_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_0",2262552,10674,2606034,699727,2,"MO"
19752059,2532507,10674,"mo097_verdigris_1_85_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_0",2262548,10674,2606034,699727,85,"MO"
19752060,2532507,10674,"mo097_hepler_0_1_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_0",2262551,10674,2606034,699727,1,"MO"
19752061,2532507,10674,"mo097_osage_0_7_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_hydric",2262549,10674,2606034,699727,7,"MO"
19752062,2532507,10674,"mo097_mason_0_2_verdigris silt loam, 0 to 1 percent slopes, frequently flooded_2tgsm_0",2262550,10674,2606034,699727,2,"MO"
19752110,2532486,10674,"mo097_pharoah_0_2_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262675,10674,2606062,699757,2,"MO"
19752111,2532486,10674,"mo097_cherokee_1_90_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262674,10674,2606062,699757,90,"MO"
19752112,2532486,10674,"mo097_craig_0_2_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262679,10674,2606062,699757,2,"MO"
19752113,2532486,10674,"mo097_dennis_0_3_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262676,10674,2606062,699757,3,"MO"
19752114,2532486,10674,"mo097_hepler_0_2_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262678,10674,2606062,699757,2,"MO"
19752115,2532486,10674,"mo097_aquolls_0_1_cherokee silt loam, 0 to 1 percent slopes_2tgtj_0",2262677,10674,2606062,699757,1,"MO"
19752045,2498627,10674,"mo097_water_1_100_water_2pqrb_0",1198708,10674,2494518,456020,100,"MO"
19752077,2498721,10674,"mo097_water_1_100_miscellaneous water_2pqrc_0",1198714,10674,2494519,456023,100,"MO"
19752038,2533879,10674,"mo097_lowassie_0_2_creldon silt loam, 1 to 3 percent slopes_2qpbg_0",1452098,10674,2522949,452878,2,"MO"
19752039,2533879,10674,"mo097_creldon_1_90_creldon silt loam, 1 to 3 percent slopes_2qpbg_0",1186608,10674,2522949,452878,90,"MO"
19752040,2533879,10674,"mo097_keeno_0_5_creldon silt loam, 1 to 3 percent slopes_2qpbg_0",2726816,10674,2522949,452878,5,"MO"
19752041,2533879,10674,"mo097_sacville_0_3_creldon silt loam, 1 to 3 percent slopes_2qpbg_0",1452097,10674,2522949,452878,3,"MO"
19752097,2533942,10674,"mo097_wanda_0_2_hoberg silt loam, 2 to 5 percent slopes_2qpbn_0",2726733,10674,2522955,454099,2,"MO"
19752098,2533942,10674,"mo097_hoberg_1_90_hoberg silt loam, 2 to 5 percent slopes_2qpbn_0",1190826,10674,2522955,454099,90,"MO"
19752099,2533942,10674,"mo097_sacville_0_3_hoberg silt loam, 2 to 5 percent slopes_2qpbn_0",1452099,10674,2522955,454099,3,"MO"
19752100,2533942,10674,"mo097_bona_0_5_hoberg silt loam, 2 to 5 percent slopes_2qpbn_0",2726732,10674,2522955,454099,5,"MO"
19752116,2533958,10674,"mo097_plato_0_5_tonti silt loam, 3 to 8 percent slopes_2qpbr_0",2726734,10674,2522958,453063,5,"MO"
19752117,2533958,10674,"mo097_hogcreek_0_5_tonti silt loam, 3 to 8 percent slopes_2qpbr_0",2726735,10674,2522958,453063,5,"MO"
19752118,2533958,10674,"mo097_tonti_1_85_tonti silt loam, 3 to 8 percent slopes_2qpbr_0",1187715,10674,2522958,453063,85,"MO"
19752119,2533958,10674,"mo097_bado_0_3_tonti silt loam, 3 to 8 percent slopes_2qpbr_0",1452103,10674,2522958,453063,3,"MO"
19752120,2533958,10674,"mo097_lowassie_0_2_tonti silt loam, 3 to 8 percent slopes_2qpbr_0",1452104,10674,2522958,453063,2,"MO"
19752101,2534065,10674,"mo097_keeno_1_90_keeno gravelly silt loam, 3 to 8 percent slopes_2qpc6_0",1190840,10674,2522972,454102,90,"MO"
19752102,2534065,10674,"mo097_creldon_0_5_keeno gravelly silt loam, 3 to 8 percent slopes_2qpc6_0",2727140,10674,2522972,454102,5,"MO"
19752103,2534065,10674,"mo097_newtonia_0_5_keeno gravelly silt loam, 3 to 8 percent slopes_2qpc6_0",2727142,10674,2522972,454102,5,"MO"
19752070,2534103,10674,"mo097_pomme_0_2_crackerneck extremely gravelly silt loam, 15 to 35 percent slopes_2qpch_0",2727313,10674,2522981,456659,2,"MO"
19752071,2534103,10674,"mo097_viburnum_0_3_crackerneck extremely gravelly silt loam, 15 to 35 percent slopes_2qpch_0",2727312,10674,2522981,456659,3,"MO"
19752072,2534103,10674,"mo097_crackerneck_1_95_crackerneck extremely gravelly silt loam, 15 to 35 percent slopes_2qpch_0",1201385,10674,2522981,456659,95,"MO"
19752042,2534106,10674,"mo097_pomme_0_5_crackerneck very gravelly silt loam, 3 to 8 percent slopes_2qpcj_0",2727311,10674,2522982,456661,5,"MO"
19752043,2534106,10674,"mo097_crackerneck_1_90_crackerneck very gravelly silt loam, 3 to 8 percent slopes_2qpcj_0",1201388,10674,2522982,456661,90,"MO"
19752044,2534106,10674,"mo097_viburnum_0_5_crackerneck very gravelly silt loam, 3 to 8 percent slopes_2qpcj_0",2727310,10674,2522982,456661,5,"MO"
19752078,2534108,10674,"mo097_goss_1_93_goss extremely gravelly silt loam, 15 to 35 percent slopes, rocky_2qpck_0",1201474,10674,2522983,456691,93,"MO"
19752079,2534108,10674,"mo097_rueter_0_6_goss extremely gravelly silt loam, 15 to 35 percent slopes, rocky_2qpck_0",2723842,10674,2522983,456691,6,"MO"
19752080,2534108,10674,"mo097_rock outcrop_0_1_goss extremely gravelly silt loam, 15 to 35 percent slopes, rocky_2qpck_0",1461766,10674,2522983,456691,1,"MO"
19752084,2534111,10674,"mo097_lowassie_0_2_pomme silt loam, karst, 1 to 3 percent slopes_2qpcl_0",1452220,10674,2522984,456706,2,"MO"
19752085,2534111,10674,"mo097_cedargap_0_3_pomme silt loam, karst, 1 to 3 percent slopes_2qpcl_0",2723843,10674,2522984,456706,3,"MO"
19752086,2534111,10674,"mo097_rueter_0_5_pomme silt loam, karst, 1 to 3 percent slopes_2qpcl_0",2723844,10674,2522984,456706,5,"MO"
19752087,2534111,10674,"mo097_pomme_1_90_pomme silt loam, karst, 1 to 3 percent slopes_2qpcl_0",1201509,10674,2522984,456706,90,"MO"
19752090,2534114,10674,"mo097_goss_0_10_rueter extremely gravelly silt loam, 8 to 15 percent slopes, very stony_2qpcm_0",2723845,10674,2522985,456708,10,"MO"
19752091,2534114,10674,"mo097_rueter_1_90_rueter extremely gravelly silt loam, 8 to 15 percent slopes, very stony_2qpcm_0",1201515,10674,2522985,456708,90,"MO"
19751978,2534116,10674,"mo097_crackerneck_0_5_rueter very gravelly silt loam, 3 to 8 percent slopes_2qpcn_0",2723847,10674,2522986,456710,5,"MO"
19751979,2534116,10674,"mo097_goss_0_5_rueter very gravelly silt loam, 3 to 8 percent slopes_2qpcn_0",2723846,10674,2522986,456710,5,"MO"
19751980,2534116,10674,"mo097_rueter_1_90_rueter very gravelly silt loam, 3 to 8 percent slopes_2qpcn_0",1201522,10674,2522986,456710,90,"MO"
19752066,2534262,10674,"mo097_bearthicket_1_95_bearthicket silt loam, 0 to 1 percent slopes, occasionally flooded_2qpdz_0",1201261,10674,2523027,456624,95,"MO"
19752067,2534262,10674,"mo097_moniteau_0_3_bearthicket silt loam, 0 to 1 percent slopes, occasionally flooded_2qpdz_0",1452185,10674,2523027,456624,3,"MO"
19752104,2534471,10674,"mo097_gerald_1_90_gerald silt loam, 0 to 2 percent slopes_2qpfq_0",1190729,10674,2523050,454049,90,"MO"
19752105,2534471,10674,"mo097_parsons_0_5_gerald silt loam, 0 to 2 percent slopes_2qpfq_0",2727207,10674,2523050,454049,5,"MO"
19752106,2534471,10674,"mo097_creldon_0_5_gerald silt loam, 0 to 2 percent slopes_2qpfq_0",2727206,10674,2523050,454049,5,"MO"
19752052,2534590,10674,"mo097_pomme_1_85_pomme silt loam, 1 to 3 percent slopes_2qpgf_0",1190695,10674,2523072,454039,85,"MO"
19752053,2534590,10674,"mo097_sonsac_0_3_pomme silt loam, 1 to 3 percent slopes_2qpgf_0",2723897,10674,2523072,454039,3,"MO"
19752054,2534590,10674,"mo097_viraton_0_5_pomme silt loam, 1 to 3 percent slopes_2qpgf_0",2723895,10674,2523072,454039,5,"MO"
19752055,2534590,10674,"mo097_winnipeg_0_5_pomme silt loam, 1 to 3 percent slopes_2qpgf_0",2723896,10674,2523072,454039,5,"MO"
19752056,2534590,10674,"mo097_moniteau_0_2_pomme silt loam, 1 to 3 percent slopes_2qpgf_0",1452199,10674,2523072,454039,2,"MO"
19752036,2536368,10674,"mo097_farewell_0_2_cedargap gravelly silt loam, 0 to 2 percent slopes, frequently flooded_2qpzx_0",2011227,10674,2523583,452801,2,"MO"
19752037,2536368,10674,"mo097_cedargap_1_98_cedargap gravelly silt loam, 0 to 2 percent slopes, frequently flooded_2qpzx_0",1184822,10674,2523583,452801,98,"MO"
19752024,2673106,10674,"mo097_cedargap_1_90_cedargap gravelly silt loam, 1 to 3 percent slopes, frequently flooded_2vxw9_0",2383776,10674,2649362,750873,90,"MO"
19752025,2673106,10674,"mo097_tilk_0_2_cedargap gravelly silt loam, 1 to 3 percent slopes, frequently flooded_2vxw9_0",2383915,10674,2649362,750873,2,"MO"
19752026,2673106,10674,"mo097_secesh_0_3_cedargap gravelly silt loam, 1 to 3 percent slopes, frequently flooded_2vxw9_0",2383914,10674,2649362,750873,3,"MO"
19752027,2673106,10674,"mo097_relfe_0_5_cedargap gravelly silt loam, 1 to 3 percent slopes, frequently flooded_2vxw9_0",2383916,10674,2649362,750873,5,"MO"
19752011,2673102,10674,"mo097_parsons_0_2_hepler silt loam, 0 to 3 percent slopes, frequently flooded_2w7kw_0",2387335,10674,2658680,757473,2,"MO"
19752012,2673102,10674,"mo097_osage_0_5_hepler silt loam, 0 to 3 percent slopes, frequently flooded_2w7kw_0",2387332,10674,2658680,757473,5,"MO"
19752013,2673102,10674,"mo097_hepler_1_90_hepler silt loam, 0 to 3 percent slopes, frequently flooded_2w7kw_0",2387331,10674,2658680,757473,90,"MO"
19752014,2673102,10674,"mo097_verdigris_0_3_hepler silt loam, 0 to 3 percent slopes, frequently flooded_2w7kw_0",2387333,10674,2658680,757473,3,"MO"
19752015,2532513,10674,"mo097_hepler_1_90_hepler silt loam, 0 to 2 percent slopes, occasionally flooded_2w21x_0",2387327,10674,2653380,751073,90,"MO"
19752016,2532513,10674,"mo097_verdigris_0_5_hepler silt loam, 0 to 2 percent slopes, occasionally flooded_2w21x_0",2387329,10674,2653380,751073,5,"MO"
19752017,2532513,10674,"mo097_osage_0_2_hepler silt loam, 0 to 2 percent slopes, occasionally flooded_2w21x_0",2387328,10674,2653380,751073,2,"MO"
19752018,2532513,10674,"mo097_mason_0_3_hepler silt loam, 0 to 2 percent slopes, occasionally flooded_2w21x_0",2387330,10674,2653380,751073,3,"MO"
19726889,2531068,11580,"mo001_gara_1_95_gara clay loam, 9 to 14 percent slopes, eroded_2yy7q_moderately eroded",2693842,11580,2739089,849032,95,"MO"
19726890,2531068,11580,"mo001_armstrong_0_3_gara clay loam, 9 to 14 percent slopes, eroded_2yy7q_eroded",2693867,11580,2739089,849032,3,"MO"
19726891,2531068,11580,"mo001_vanmeter_0_2_gara clay loam, 9 to 14 percent slopes, eroded_2yy7q_0",2693868,11580,2739089,849032,2,"MO"
19726887,2531066,11580,"mo001_vanmeter_0_5_gara clay loam, 14 to 20 percent slopes, severely eroded_2yy7r_0",2693869,11580,2739090,849031,5,"MO"
19726888,2531066,11580,"mo001_gara_1_95_gara clay loam, 14 to 20 percent slopes, severely eroded_2yy7r_severely eroded",2693843,11580,2739090,849031,95,"MO"
19726950,184167,11580,"mo001_vanmeter_1_85_vanmeter loam, 9 to 20 percent slopes_65mw_0",1325571,11580,184167,455859,85,"MO"
19726853,2544549,11580,"mo001_floris_1_90_floris loam, 1 to 3 percent slopes, frequently flooded_2qs24_0",2004656,11580,2525574,602525,90,"MO"
19726854,2544549,11580,"mo001_nodaway_0_10_floris loam, 1 to 3 percent slopes, frequently flooded_2qs24_0",2090727,11580,2525574,602525,10,"MO"
19726969,2544588,11580,"mo001_floris_0_3_vesser silt loam, 1 to 3 percent slopes, occasionaly flooded_2qs2j_0",2089731,11580,2525586,602537,3,"MO"
19726970,2544588,11580,"mo001_vesser_1_90_vesser silt loam, 1 to 3 percent slopes, occasionaly flooded_2qs2j_0",2004693,11580,2525586,602537,90,"MO"
19726971,2544588,11580,"mo001_chequest_0_3_vesser silt loam, 1 to 3 percent slopes, occasionaly flooded_2qs2j_0",2089741,11580,2525586,602537,3,"MO"
19726972,2544588,11580,"mo001_bremer_0_2_vesser silt loam, 1 to 3 percent slopes, occasionaly flooded_2qs2j_0",2004695,11580,2525586,602537,2,"MO"
19726973,2544588,11580,"mo001_moniteau_0_2_vesser silt loam, 1 to 3 percent slopes, occasionaly flooded_2qs2j_0",2004696,11580,2525586,602537,2,"MO"
19726892,2544614,11580,"mo001_excello_1_25_vigar-zook-excello complex, 1 to 5 percent slopes_2qs30_0",2031027,11580,2525601,602551,25,"MO"
19726893,2544614,11580,"mo001_vigar_1_40_vigar-zook-excello complex, 1 to 5 percent slopes_2qs30_0",2031028,11580,2525601,602551,40,"MO"
19726894,2544614,11580,"mo001_zook_1_35_vigar-zook-excello complex, 1 to 5 percent slopes_2qs30_0",2031029,11580,2525601,602551,35,"MO"
19726855,2544629,11580,"mo001_tice_1_46_dockery and tice silt loams, 1 to 3 percent slopes, frequently flooded_2qs38_0",2031042,11580,2525609,602559,46,"MO"
19726856,2544629,11580,"mo001_dockery_1_47_dockery and tice silt loams, 1 to 3 percent slopes, frequently flooded_2qs38_0",2031043,11580,2525609,602559,47,"MO"
19726857,2544629,11580,"mo001_zook_0_2_dockery and tice silt loams, 1 to 3 percent slopes, frequently flooded_2qs38_0",2031044,11580,2525609,602559,2,"MO"
19726858,2544629,11580,"mo001_nodaway_0_5_dockery and tice silt loams, 1 to 3 percent slopes, frequently flooded_2qs38_0",2031102,11580,2525609,602559,5,"MO"
19726895,2544648,11580,"mo001_zook_0_2_vigar loam, 3 to 5 percent slopes, rarely flooded_2qs3j_0",2031062,11580,2525617,602567,2,"MO"
19726896,2544648,11580,"mo001_arbela_0_3_vigar loam, 3 to 5 percent slopes, rarely flooded_2qs3j_0",2031061,11580,2525617,602567,3,"MO"
19726897,2544648,11580,"mo001_vigar_1_95_vigar loam, 3 to 5 percent slopes, rarely flooded_2qs3j_0",2031060,11580,2525617,602567,95,"MO"
19726842,2533243,11580,"mo001_excello_0_2_purdin clay loam, 14 to 20 percent slopes, eroded_2qp6r_0",1458710,11580,2522834,454101,2,"MO"
19726843,2533243,11580,"mo001_zook_0_2_purdin clay loam, 14 to 20 percent slopes, eroded_2qp6r_0",1458709,11580,2522834,454101,2,"MO"
19726844,2533243,11580,"mo001_purdin_1_95_purdin clay loam, 14 to 20 percent slopes, eroded_2qp6r_0",1190838,11580,2522834,454101,95,"MO"
